attempt_id,run_id,paper_id,candidate_id,source,artifact_type,url,started_at,completed_at,status,http_status,final_url,content_type,size_bytes,sha256,stored_path,license,version,rights_status,error
FTATT_50869e1eec02c802c3ff,FTA_20260731T121706Z,doi:10.1002/ps.70881,FTC_d0685ab291403a74dae6,crossref,xml,https://scijournals.onlinelibrary.wiley.com/doi/full-xml/10.1002/ps.70881,2026-07-31T12:17:29Z,2026-07-31T12:17:31Z,failed,,,,,,,,vor,unknown,HTTPError: 403 Client Error: Forbidden for url: https://scijournals.onlinelibrary.wiley.com/doi/full-xml/10.1002/ps.70881
FTATT_e154eff3f370c41e8136,FTA_20260731T121706Z,doi:10.1002/ps.70881,FTC_925e31ea37cfd5ff7e2d,crossref,pdf,https://scijournals.onlinelibrary.wiley.com/doi/pdf/10.1002/ps.70881,2026-07-31T12:17:31Z,2026-07-31T12:17:34Z,failed,,,,,,,,vor,unknown,HTTPError: 403 Client Error: Forbidden for url: https://scijournals.onlinelibrary.wiley.com/doi/pdf/10.1002/ps.70881
FTATT_b888b5c6bf79dbfa00f0,FTA_20260731T121706Z,doi:10.3389/fsufs.2026.1841305,FTC_fc94fa73833e058e7574,direct,pdf,https://doi.org/10.3389/fsufs.2026.1841305,2026-07-31T12:17:41Z,2026-07-31T12:17:46Z,failed,,,,,,,,,free_to_read_unknown_reuse,ValueError: Artifact is neither a valid PDF nor well-formed XML
FTATT_08a95f3125fd3466a129,FTA_20260731T121706Z,doi:10.3390/app16083745,FTC_f2981a38dbc82538209d,direct,pdf,https://www.mdpi.com/2076-3417/16/8/3745/pdf?version=1775830735,2026-07-31T12:17:53Z,2026-07-31T12:17:56Z,failed,,,,,,,,,free_to_read_unknown_reuse,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2076-3417/16/8/3745/pdf?version=1775830735
FTATT_ddb6de487aee5d7b6c7a,FTA_20260731T121706Z,doi:10.3390/app16083745,FTC_45d6c59d0c5cb47dfea9,crossref,pdf,https://www.mdpi.com/2076-3417/16/8/3745/pdf,2026-07-31T12:17:56Z,2026-07-31T12:17:59Z,failed,,,,,,,,vor,free_to_read_unknown_reuse,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2076-3417/16/8/3745/pdf
FTATT_9ac996922d8b334403d3,FTA_20260731T121706Z,doi:10.15625/vap.2026.0019,FTC_1f0d8cf1ef722a3ea0f8,crossref,pdf,https://vap.ac.vn/Portals/0/TuyenTap/2026/4/23/a20a1d3cd75c4ce6a3d5177da7de994a/II.19.112-116.pdf,2026-07-31T12:18:00Z,2026-07-31T12:18:09Z,success,200,https://vap.ac.vn/Portals/0/TuyenTap/2026/4/23/a20a1d3cd75c4ce6a3d5177da7de994a/II.19.112-116.pdf,application/pdf,695914,db34c445b2fee54a789775bab88b5f444c45167cfe0977cf922fb60bdfd35d96,data/raw/fulltext/doi_10.15625_vap.2026.0019/db34c445b2fee54a/source.pdf,,vor,unknown,
FTATT_76e18364dcd03419d854,FTA_20260731T121706Z,doi:10.1016/j.biosystemseng.2025.104147,FTC_81868e953dc23d1496be,crossref,xml,https://api.elsevier.com/content/article/PII:S1537511025000832?httpAccept=text/xml,2026-07-31T12:18:16Z,2026-07-31T12:18:25Z,success,200,https://api.elsevier.com/content/article/PII:S1537511025000832?httpAccept=text/xml,text/xml;charset=UTF-8,2041,5da03d29fac33c315cd4fe2188c8e255189dda03cf1421815aa7cec6e73f6e8b,data/raw/fulltext/doi_10.1016_j.biosystemseng.2025.104147/5da03d29fac33c31/source.xml,,vor,free_to_read_unknown_reuse,
FTATT_29fa8926c84221fc32f6,FTA_20260731T121706Z,doi:10.1016/j.biosystemseng.2025.104147,FTC_cbc88654072864d8f6d0,semantic_scholar,pdf,https://doi.org/10.1016/j.biosystemseng.2025.104147,2026-07-31T12:18:25Z,2026-07-31T12:18:28Z,failed,,,,,,,CCBY,,free_to_read_unknown_reuse,ValueError: Artifact is neither a valid PDF nor well-formed XML
FTATT_d329ce6d8b7e00074d8c,FTA_20260731T121706Z,doi:10.47852/bonviewaia62028867,FTC_057468b7d66ea2224687,crossref,pdf,https://ojs.bonviewpress.com/index.php/AIA/article/download/8867/1982,2026-07-31T12:18:36Z,2026-07-31T12:18:39Z,success,200,https://ojs.bonviewpress.com/index.php/AIA/article/download/8867/1982,application/pdf,2029560,709fe535d7fe447787fe997834b016d6396a34eddfa260af621cf8b546386652,data/raw/fulltext/doi_10.47852_bonviewaia62028867/709fe535d7fe4477/source.pdf,,vor,free_to_read_unknown_reuse,
FTATT_10132da060632b274f48,FTA_20260731T121706Z,doi:10.3389/fpls.2026.1874446,FTC_60d062da741d857e1318,direct,pdf,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2026.1874446/pdf,2026-07-31T12:18:46Z,2026-07-31T12:18:48Z,success,200,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2026.1874446/pdf,application/pdf,2561459,5cd0290e44a8e24cb533288841b84cef24ea0ebd998ec7685b08909f7e3f2431,data/raw/fulltext/doi_10.3389_fpls.2026.1874446/5cd0290e44a8e24c/source.pdf,,,free_to_read_unknown_reuse,
FTATT_1ac1137d40dbab93a78e,FTA_20260731T121706Z,doi:10.3390/agronomy15081954,FTC_c596a548aa08af502426,direct,pdf,https://www.mdpi.com/2073-4395/15/8/1954/pdf?version=1755087461,2026-07-31T12:18:56Z,2026-07-31T12:18:58Z,failed,,,,,,,,,free_to_read_unknown_reuse,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2073-4395/15/8/1954/pdf?version=1755087461
FTATT_104b1f5c0c7c3bccbfbe,FTA_20260731T121706Z,doi:10.3390/agronomy15081954,FTC_e84475d667e1ba83aec3,crossref,pdf,https://www.mdpi.com/2073-4395/15/8/1954/pdf,2026-07-31T12:18:58Z,2026-07-31T12:19:01Z,failed,,,,,,,,vor,free_to_read_unknown_reuse,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2073-4395/15/8/1954/pdf
FTATT_3ba951f6427f4055b76f,FTA_20260731T121706Z,doi:10.3389/fpls.2024.1356260,FTC_f2e35fd090b1a10152f9,pmc_oai,jats_xml,https://pmc.ncbi.nlm.nih.gov/api/oai/v1/mh/?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:10965613&metadataPrefix=pmc,2026-07-31T12:19:16Z,2026-07-31T12:19:19Z,failed,,,,,,,pmc-oai-reuse-eligible-record,publishedVersion,free_to_read_unknown_reuse,HTTPError: 403 Client Error: Forbidden for url: https://pmc.ncbi.nlm.nih.gov/api/oai/v1/mh/?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:10965613&metadataPrefix=pmc
FTATT_b99becea3306d9ecb515,FTA_20260731T121706Z,doi:10.3389/fpls.2024.1356260,FTC_c75f2a3b6b513a35150c,europe_pmc,jats_xml,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10965613/fullTextXML,2026-07-31T12:19:19Z,2026-07-31T12:19:19Z,success,200,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10965613/fullTextXML,application/xml,232028,9f2699f378bcc5d3f4a4fa0b8fcd3c7902b2cca2e4bf1bd3d69dc455643bde30,data/raw/fulltext/doi_10.3389_fpls.2024.1356260/9f2699f378bcc5d3/source.xml,repository_record,publishedVersion,free_to_read_unknown_reuse,
FTATT_538839df8a56a6c33d8c,FTA_20260731T121706Z,doi:10.3389/fpls.2024.1356260,FTC_bfb7eea2421e4ca0eea4,europe_pmc,pdf,https://europepmc.org/articles/PMC10965613?pdf=render,2026-07-31T12:19:19Z,2026-07-31T12:19:24Z,success,200,https://europepmc.org/api/getPdf?pmcid=PMC10965613,application/pdf,4023691,664b33f09cf01a074683998e030caabd9713c88079bdd8fdd87975da87747942,data/raw/fulltext/doi_10.3389_fpls.2024.1356260/664b33f09cf01a07/source.pdf,repository_record,publishedVersion,free_to_read_unknown_reuse,
FTATT_c71cbfcb53a09768a5ef,FTA_20260731T121706Z,doi:10.1371/journal.pone.0256340,FTC_deae804787d5a0fe7189,pmc_oai,jats_xml,https://pmc.ncbi.nlm.nih.gov/api/oai/v1/mh/?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:8372960&metadataPrefix=pmc,2026-07-31T12:19:32Z,2026-07-31T12:19:35Z,failed,,,,,,,pmc-oai-reuse-eligible-record,publishedVersion,free_to_read_unknown_reuse,HTTPError: 403 Client Error: Forbidden for url: https://pmc.ncbi.nlm.nih.gov/api/oai/v1/mh/?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:8372960&metadataPrefix=pmc
FTATT_ff779419791a19f0cc0a,FTA_20260731T121706Z,doi:10.1371/journal.pone.0256340,FTC_8e56d6d9567e52913146,europe_pmc,jats_xml,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8372960/fullTextXML,2026-07-31T12:19:35Z,2026-07-31T12:19:35Z,success,200,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8372960/fullTextXML,application/xml,118178,2805675febe36529d35f2a1ce8f2a2da834c57afab207545002234ce55a814c0,data/raw/fulltext/doi_10.1371_journal.pone.0256340/2805675febe36529/source.xml,repository_record,publishedVersion,free_to_read_unknown_reuse,
FTATT_314cd1fb28fb9a4a0daa,FTA_20260731T121706Z,doi:10.1371/journal.pone.0256340,FTC_74acfab875750663d513,europe_pmc,pdf,https://europepmc.org/articles/PMC8372960?pdf=render,2026-07-31T12:19:35Z,2026-07-31T12:19:38Z,success,200,https://europepmc.org/api/getPdf?pmcid=PMC8372960,application/pdf,2006098,f5df4bd0e65a1aab2eda3fe8a78ac8ee66778ed6128d23369cdd9ea1b60ecc78,data/raw/fulltext/doi_10.1371_journal.pone.0256340/f5df4bd0e65a1aab/source.pdf,repository_record,publishedVersion,free_to_read_unknown_reuse,
FTATT_26778fed4559d7fb68ff,FTA_20260731T121706Z,doi:10.1109/jstars.2024.3437469,FTC_08abb647dca530fbd436,semantic_scholar,pdf,https://doi.org/10.1109/jstars.2024.3437469,2026-07-31T12:19:45Z,2026-07-31T12:19:47Z,failed,,,,,,,,,free_to_read_unknown_reuse,ValueError: Artifact is empty
FTATT_5b94ff1de5dcda9d585d,FTA_20260731T121706Z,doi:10.1016/j.ecoinf.2024.102546,FTC_ff7bb7397bf90669d7da,crossref,xml,https://api.elsevier.com/content/article/PII:S1574954124000888?httpAccept=text/xml,2026-07-31T12:19:55Z,2026-07-31T12:19:56Z,success,200,https://api.elsevier.com/content/article/PII:S1574954124000888?httpAccept=text/xml,text/xml;charset=UTF-8,1978,bae8dd96bff16b7fd8df8bdc96cbedf1cc2fa3c044035d125d4f1b4de5e20c71,data/raw/fulltext/doi_10.1016_j.ecoinf.2024.102546/bae8dd96bff16b7f/source.xml,,vor,free_to_read_unknown_reuse,
FTATT_2b1478c1b9e2f81c167d,FTA_20260731T121706Z,doi:10.1016/j.ecoinf.2024.102546,FTC_bea9f8ea7a950a6ee6c8,direct,pdf,https://doi.org/10.1016/j.ecoinf.2024.102546,2026-07-31T12:19:56Z,2026-07-31T12:19:59Z,failed,,,,,,,,,free_to_read_unknown_reuse,ValueError: Artifact is neither a valid PDF nor well-formed XML
FTATT_bcb33cf10f7309843e64,FTA_20260731T121706Z,doi:10.3390/rs16234394,FTC_ba6f6d8cc0e52d353836,crossref,pdf,https://www.mdpi.com/2072-4292/16/23/4394/pdf,2026-07-31T12:20:06Z,2026-07-31T12:20:09Z,failed,,,,,,,,vor,free_to_read_unknown_reuse,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2072-4292/16/23/4394/pdf
FTATT_39231584c784f74d9506,FTA_20260731T121706Z,doi:10.3390/rs16234394,FTC_37fcb7966a4b82767ebd,direct,pdf,https://doi.org/10.3390/rs16234394,2026-07-31T12:20:09Z,2026-07-31T12:20:11Z,failed,,,,,,,,,free_to_read_unknown_reuse,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2072-4292/16/23/4394
FTATT_d2761eb28d480bc88637,FTA_20260731T121706Z,doi:10.3390/agriculture16020215,FTC_e5fcd52a5cdb2d4770ee,direct,pdf,https://www.mdpi.com/2077-0472/16/2/215/pdf?version=1768469170,2026-07-31T12:20:19Z,2026-07-31T12:20:22Z,failed,,,,,,,,,free_to_read_unknown_reuse,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2077-0472/16/2/215/pdf?version=1768469170
FTATT_c6b0a4fdd896672475ef,FTA_20260731T121706Z,doi:10.3390/agriculture16020215,FTC_af9e536b12531f6f1617,crossref,pdf,https://www.mdpi.com/2077-0472/16/2/215/pdf,2026-07-31T12:20:22Z,2026-07-31T12:20:24Z,failed,,,,,,,,vor,free_to_read_unknown_reuse,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2077-0472/16/2/215/pdf
FTATT_a1463d576377ea652265,FTA_20260803T005806Z,doi:10.1002/rob.21877,FTC_aa6a8be5c2e2e17d871f,crossref,xml,https://onlinelibrary.wiley.com/doi/full-xml/10.1002/rob.21877,2026-08-03T00:58:15Z,2026-08-03T00:58:17Z,failed,,,,,,,,vor,unknown,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/full-xml/10.1002/rob.21877
FTATT_7336a5032447a24c6675,FTA_20260803T005806Z,doi:10.1002/rob.21877,FTC_d5f5cc367311f4165d98,crossref,pdf,https://onlinelibrary.wiley.com/doi/pdf/10.1002/rob.21877,2026-08-03T00:58:17Z,2026-08-03T00:58:19Z,failed,,,,,,,,vor,unknown,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdf/10.1002/rob.21877
FTATT_75dd10a1989b5bf6fa0b,FTA_20260803T005806Z,doi:10.1109/iros47612.2022.9981304,FTC_7981c598830662c16135,arxiv,pdf,https://arxiv.org/pdf/2307.12588,2026-08-03T00:58:20Z,2026-08-03T00:58:24Z,success,200,https://arxiv.org/pdf/2307.12588,application/pdf,6095850,83cfe9ce05996d3b6bc1c2f09621063f23f81e77de7068f68db06294fb4465a1,data/raw/fulltext/doi_10.1109_iros47612.2022.9981304/83cfe9ce05996d3b/source.pdf,arxiv-distribution,submittedVersion,free_to_read_unknown_reuse,
FTATT_086049ecb959872a228e,FTA_20260803T005806Z,doi:10.3390/s17092007,FTC_7a07a0573a175d126da8,direct,pdf,https://www.mdpi.com/1424-8220/17/9/2007/pdf?version=1504580114,2026-08-03T00:58:30Z,2026-08-03T00:58:33Z,failed,,,,,,,,,free_to_read_unknown_reuse,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/1424-8220/17/9/2007/pdf?version=1504580114
FTATT_2f3bffe200a6aac817e4,FTA_20260803T005806Z,doi:10.3390/s17092007,FTC_2dcb910808e1165dc0da,crossref,pdf,https://www.mdpi.com/1424-8220/17/9/2007/pdf,2026-08-03T00:58:33Z,2026-08-03T00:58:35Z,failed,,,,,,,,vor,free_to_read_unknown_reuse,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/1424-8220/17/9/2007/pdf
FTATT_e13bf0a10eda2b4bde20,FTA_20260803T005806Z,doi:10.1186/s13007-025-01334-3,FTC_84cd234ce4cce73c40ed,pmc_oai,jats_xml,https://pmc.ncbi.nlm.nih.gov/api/oai/v1/mh/?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:11817399&metadataPrefix=pmc,2026-08-03T00:58:43Z,2026-08-03T00:58:46Z,failed,,,,,,,pmc-oai-reuse-eligible-record,publishedVersion,free_to_read_unknown_reuse,HTTPError: 403 Client Error: Forbidden for url: https://pmc.ncbi.nlm.nih.gov/api/oai/v1/mh/?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:11817399&metadataPrefix=pmc
FTATT_276bea2ddbc9f5885f40,FTA_20260803T005806Z,doi:10.1186/s13007-025-01334-3,FTC_cad996ad48fbdec4295a,europe_pmc,jats_xml,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11817399/fullTextXML,2026-08-03T00:58:46Z,2026-08-03T00:58:46Z,success,200,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11817399/fullTextXML,application/xml,209175,4133e6c9dc51dafe25eef95af9a19e6aece15a718e66446d120ac5db899126f7,data/raw/fulltext/doi_10.1186_s13007-025-01334-3/4133e6c9dc51dafe/source.xml,repository_record,publishedVersion,free_to_read_unknown_reuse,
FTATT_f8259d9a026d0c969720,FTA_20260803T005806Z,doi:10.1186/s13007-025-01334-3,FTC_f5f5ee4d77446baba275,europe_pmc,pdf,https://europepmc.org/articles/PMC11817399?pdf=render,2026-08-03T00:58:46Z,2026-08-03T00:59:21Z,success,200,https://europepmc.org/api/getPdf?pmcid=PMC11817399,application/pdf,1467707,25e6a64e5ad4bdb1f6e74091f2983a75d64278432281fefbcf09602cb0420a68,data/raw/fulltext/doi_10.1186_s13007-025-01334-3/25e6a64e5ad4bdb1/source.pdf,repository_record,publishedVersion,free_to_read_unknown_reuse,
FTATT_5f2c72c2d7281c3c7d0b,FTA_20260803T005806Z,doi:10.34133/plantphenomics.0080,FTC_7aef2340ffd394fa05e5,pmc_oai,jats_xml,https://pmc.ncbi.nlm.nih.gov/api/oai/v1/mh/?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:10395505&metadataPrefix=pmc,2026-08-03T00:59:24Z,2026-08-03T00:59:27Z,failed,,,,,,,pmc-oai-reuse-eligible-record,publishedVersion,free_to_read_unknown_reuse,HTTPError: 403 Client Error: Forbidden for url: https://pmc.ncbi.nlm.nih.gov/api/oai/v1/mh/?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:10395505&metadataPrefix=pmc
FTATT_ef18c6b55190008c01fb,FTA_20260803T005806Z,doi:10.34133/plantphenomics.0080,FTC_83f847fb26a8dac87030,europe_pmc,jats_xml,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10395505/fullTextXML,2026-08-03T00:59:27Z,2026-08-03T00:59:28Z,success,200,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10395505/fullTextXML,application/xml,139696,15856a532bad65e3e5c234499bfd11eacc39e1d68a5c05c8062e3bc60bc4e977,data/raw/fulltext/doi_10.34133_plantphenomics.0080/15856a532bad65e3/source.xml,repository_record,publishedVersion,free_to_read_unknown_reuse,
FTATT_2ba9501c0dc3280ba05e,FTA_20260803T005806Z,doi:10.34133/plantphenomics.0080,FTC_8698f54fdc3f3cc6b51a,europe_pmc,pdf,https://europepmc.org/articles/PMC10395505?pdf=render,2026-08-03T00:59:28Z,2026-08-03T00:59:45Z,success,200,https://europepmc.org/api/getPdf?pmcid=PMC10395505,application/pdf,5476978,59f16e202122df4138aa78f57aaba7c9ce4587ce39a981690ed3905bec0d71c5,data/raw/fulltext/doi_10.34133_plantphenomics.0080/59f16e202122df41/source.pdf,repository_record,publishedVersion,free_to_read_unknown_reuse,
FTATT_9db880297149aa82711f,FTA_20260803T005806Z,doi:10.3390/su17125255,FTC_e441edf312ce92154707,direct,pdf,https://www.mdpi.com/2071-1050/17/12/5255/pdf?version=1749215383,2026-08-03T00:59:45Z,2026-08-03T00:59:48Z,failed,,,,,,,,,free_to_read_unknown_reuse,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2071-1050/17/12/5255/pdf?version=1749215383
FTATT_8b1df3b40a668818c7c6,FTA_20260803T005806Z,doi:10.3390/su17125255,FTC_90b136ba2afa8163a64a,crossref,pdf,https://www.mdpi.com/2071-1050/17/12/5255/pdf,2026-08-03T00:59:48Z,2026-08-03T00:59:50Z,failed,,,,,,,,vor,free_to_read_unknown_reuse,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2071-1050/17/12/5255/pdf
FTATT_80265849843a9353896a,FTA_20260803T005806Z,doi:10.3390/plants15121912,FTC_fe2deff338f179f14fa1,pmc_oai,jats_xml,https://pmc.ncbi.nlm.nih.gov/api/oai/v1/mh/?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:13306788&metadataPrefix=pmc,2026-08-03T00:59:54Z,2026-08-03T00:59:57Z,failed,,,,,,,pmc-oai-reuse-eligible-record,publishedVersion,free_to_read_unknown_reuse,HTTPError: 403 Client Error: Forbidden for url: https://pmc.ncbi.nlm.nih.gov/api/oai/v1/mh/?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:13306788&metadataPrefix=pmc
FTATT_7fb93c03868fd0455141,FTA_20260803T005806Z,doi:10.3390/plants15121912,FTC_98c43a8b9b855c3356d8,europe_pmc,jats_xml,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13306788/fullTextXML,2026-08-03T00:59:57Z,2026-08-03T00:59:59Z,failed,,,,,,,repository_record,publishedVersion,free_to_read_unknown_reuse,HTTPError: 404 Client Error: Not Found for url: https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13306788/fullTextXML
FTATT_b05aeca5fb78f711f8b9,FTA_20260803T005806Z,doi:10.3390/plants15121912,FTC_e631863f7ec79db31ed8,europe_pmc,pdf,https://europepmc.org/articles/PMC13306788?pdf=render,2026-08-03T00:59:59Z,2026-08-03T01:02:30Z,failed,,,,,,,repository_record,publishedVersion,free_to_read_unknown_reuse,HTTPError: 500 Server Error:  for url: https://europepmc.org/api/getPdf?pmcid=PMC13306788
FTATT_e51415cf78385f4c914e,FTA_20260803T005806Z,doi:10.3390/plants15121912,FTC_a74ebcd334eff51a9e7d,direct,pdf,https://www.mdpi.com/2223-7747/15/12/1912/pdf?version=1781948466,2026-08-03T01:02:30Z,2026-08-03T01:02:32Z,failed,,,,,,,,,free_to_read_unknown_reuse,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2223-7747/15/12/1912/pdf?version=1781948466
FTATT_4e93d40613ef1d665ccd,FTA_20260803T005806Z,doi:10.3390/plants15121912,FTC_0832c4ec7ad00c0bc98b,crossref,pdf,https://www.mdpi.com/2223-7747/15/12/1912/pdf,2026-08-03T01:02:32Z,2026-08-03T01:02:35Z,failed,,,,,,,,vor,free_to_read_unknown_reuse,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2223-7747/15/12/1912/pdf
FTATT_d48dbd57fcecca9d0c53,FTA_20260803T005806Z,doi:10.1016/j.compag.2022.107091,FTC_0e3f60682097d7d9f193,crossref,xml,https://api.elsevier.com/content/article/PII:S0168169922004082?httpAccept=text/xml,2026-08-03T01:02:39Z,2026-08-03T01:02:39Z,success,200,https://api.elsevier.com/content/article/PII:S0168169922004082?httpAccept=text/xml,text/xml;charset=UTF-8,1895,149c0e2c2ccda7639e14bce065c59cac9b24449fc39d5fe60550b5feb4b61bf2,data/raw/fulltext/doi_10.1016_j.compag.2022.107091/149c0e2c2ccda763/source.xml,,vor,free_to_read_unknown_reuse,
FTATT_5f8f0874a9e63f1eb9cb,FTA_20260803T005806Z,doi:10.1016/j.compag.2022.107091,FTC_54a70b1110525774e2a3,arxiv,pdf,https://arxiv.org/pdf/2110.04960,2026-08-03T01:02:39Z,2026-08-03T01:02:41Z,success,200,https://arxiv.org/pdf/2110.04960,application/pdf,2646309,9da8e09e8e2eef427d99bade20f85977a60d0e2a833c6e6c147427827d8fa707,data/raw/fulltext/doi_10.1016_j.compag.2022.107091/9da8e09e8e2eef42/source.pdf,arxiv-distribution,submittedVersion,free_to_read_unknown_reuse,
FTATT_e63c3689bb5cbb536150,FTA_20260803T005806Z,doi:10.1080/10106049.2024.2440407,FTC_eba2e60cc6d013b558f7,direct,pdf,https://www.tandfonline.com/doi/pdf/10.1080/10106049.2024.2440407?needAccess=true,2026-08-03T01:02:42Z,2026-08-03T01:02:44Z,failed,,,,,,,,,free_to_read_unknown_reuse,HTTPError: 403 Client Error: Forbidden for url: https://www.tandfonline.com/doi/pdf/10.1080/10106049.2024.2440407?needAccess=true
FTATT_3d5ca3cea178fed8150e,FTA_20260803T005806Z,doi:10.1080/10106049.2024.2440407,FTC_e4918937f826161c087c,crossref,pdf,https://www.tandfonline.com/doi/pdf/10.1080/10106049.2024.2440407,2026-08-03T01:02:44Z,2026-08-03T01:02:47Z,failed,,,,,,,,vor,free_to_read_unknown_reuse,HTTPError: 403 Client Error: Forbidden for url: https://www.tandfonline.com/doi/pdf/10.1080/10106049.2024.2440407
FTATT_d9389dd7412568295705,FTA_20260803T005806Z,doi:10.1016/j.jksuci.2023.03.023,FTC_30fa41fb0e364117c67f,crossref,xml,https://api.elsevier.com/content/article/PII:S1319157823000915?httpAccept=text/xml,2026-08-03T01:02:55Z,2026-08-03T01:02:55Z,success,200,https://api.elsevier.com/content/article/PII:S1319157823000915?httpAccept=text/xml,text/xml;charset=UTF-8,1999,ea799ed5265dedaf688999bed33cbcef6ab86fdf0ebc06bbd5e67813cd75c2c3,data/raw/fulltext/doi_10.1016_j.jksuci.2023.03.023/ea799ed5265dedaf/source.xml,,vor,free_to_read_unknown_reuse,
FTATT_d7308099c87d7b157892,FTA_20260803T005806Z,doi:10.1016/j.jksuci.2023.03.023,FTC_2710388cfb7fe27c390a,semantic_scholar,pdf,https://doi.org/10.1016/j.jksuci.2023.03.023,2026-08-03T01:02:55Z,2026-08-03T01:02:58Z,failed,,,,,,,CCBYNCND,,free_to_read_unknown_reuse,ValueError: Artifact is neither a valid PDF nor well-formed XML
FTATT_53d03675c57a15c8399f,FTA_20260803T005806Z,doi:10.3389/fpls.2020.00751,FTC_55e91d3ff367325a2214,pmc_oai,jats_xml,https://pmc.ncbi.nlm.nih.gov/api/oai/v1/mh/?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:7285655&metadataPrefix=pmc,2026-08-03T01:02:59Z,2026-08-03T01:03:02Z,failed,,,,,,,pmc-oai-reuse-eligible-record,publishedVersion,free_to_read_unknown_reuse,HTTPError: 403 Client Error: Forbidden for url: https://pmc.ncbi.nlm.nih.gov/api/oai/v1/mh/?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:7285655&metadataPrefix=pmc
FTATT_71244744e8eaabef2bc5,FTA_20260803T005806Z,doi:10.3389/fpls.2020.00751,FTC_adfb702b892b121dd21f,europe_pmc,jats_xml,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7285655/fullTextXML,2026-08-03T01:03:02Z,2026-08-03T01:03:02Z,success,200,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7285655/fullTextXML,application/xml,112843,c6c898b1ec56965f27ff1274e98c3a6d5d6648cd69ae993eaca1afba32b16793,data/raw/fulltext/doi_10.3389_fpls.2020.00751/c6c898b1ec56965f/source.xml,repository_record,publishedVersion,free_to_read_unknown_reuse,
FTATT_94fa9c8e9bf873a530a2,FTA_20260803T005806Z,doi:10.3389/fpls.2020.00751,FTC_4a05a336dccf435a7a3c,europe_pmc,pdf,https://europepmc.org/articles/PMC7285655?pdf=render,2026-08-03T01:03:02Z,2026-08-03T01:03:33Z,success,200,https://europepmc.org/api/getPdf?pmcid=PMC7285655,application/pdf,5848581,330841a67d1726f38eb008bbf1a66138f509f854f44a6956050cd8842c1f4621,data/raw/fulltext/doi_10.3389_fpls.2020.00751/330841a67d1726f3/source.pdf,repository_record,publishedVersion,free_to_read_unknown_reuse,
FTATT_555a190508594e42e715,FTA_20260803T005806Z,doi:10.3390/app10207132,FTC_f0b5021996fc881c2f77,direct,pdf,https://www.mdpi.com/2076-3417/10/20/7132/pdf?version=1603247953,2026-08-03T01:03:42Z,2026-08-03T01:03:44Z,failed,,,,,,,,,free_to_read_unknown_reuse,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2076-3417/10/20/7132/pdf?version=1603247953
